TIME,16850C,16850P,16900C,16900P,16950C,16950P,17000C,17000P,17050C,17050P,17100C,17100P,17150C,17150P,17200C,17200P,17250C,17250P,17300C,17300P,17350C,17350P,17400C,17400P,17450C,17450P,17500C,17500P,17550C,17550P,17600C,17600P,17650C,17650P,17700C,17700P,17750C,17750P,17800C,17800P
11:26,-4,-3884,-135,20589,-149,14910,-1895,20202,-598,3811,-383,22591,-601,6213,4875,18338,5736,13151,45276,28830,57219,33171,119851,61015,69334,13422,74634,9719,16032,1318,17586,1175,36844,168,54030,11,16720,-23,50705,142
11:27,-265,5192,-4,-3884,-120,20589,-149,14910,-1895,20202,-598,3811,-383,22591,-601,6213,4875,18338,5736,13151,45276,28830,57219,33171,119851,61015,69334,13422,74634,9719,16032,1318,17586,1175,36844,164,54030,11,16720,-23
11:28,-265,5192,-4,-3884,-120,20589,-149,14910,-1895,20202,-598,3811,-383,22591,-601,6213,4875,18338,5736,13151,45276,28830,57219,33171,119851,61015,69334,13422,74634,9719,16032,1318,17586,1175,36844,164,54030,11,16720,-23
11:29,-259,5192,-4,-3807,-122,21000,-149,14910,-1798,20350,-574,3811,-289,23939,-621,6213,5302,17440,5736,11842,45276,27934,57219,32420,119851,60333,69334,13026,74634,9719,16032,1074,17586,1112,36844,163,54840,6,17191,-24
11:30,-259,5658,-4,-3807,-122,21000,-149,14829,-1798,20350,-574,3757,-289,23939,-621,5976,5302,17440,5816,11842,47369,27934,58895,32420,122576,60333,69586,13026,75598,9585,17081,1074,17471,1112,36856,163,54840,6,17191,-24
11:31,-259,5658,-9,-3807,-122,21000,-149,14829,-1798,20350,-574,3757,-289,23939,-621,5976,5302,17440,5816,11842,47369,27934,58895,32420,122576,60333,69586,13026,75598,9585,17081,1074,17471,1112,36856,163,54840,6,17191,-24
11:32,-259,5658,-9,-3807,-122,21000,-149,14829,-1798,20350,-574,3757,-289,23939,-621,5976,5302,17440,5816,11842,47369,27934,58895,32420,122576,60333,69586,13026,75598,9585,17081,1074,17471,1112,36856,163,54840,6,17191,-24
11:33,-259,5658,-9,-3807,-122,21000,-149,14829,-1798,20350,-574,3757,-293,23939,-621,5976,5302,17440,5816,11842,51402,27934,62991,32420,125824,60333,69237,13026,76256,9484,17081,1074,17731,1112,37592,148,54840,-14,17191,-24
11:34,-255,5910,-9,-3969,-122,20815,-149,15417,-1830,19893,-583,3445,-293,25038,-607,5883,5540,16530,6069,10834,51402,25017,62991,32079,125824,64217,69237,12527,76256,9484,17338,924,17731,1054,37592,148,57447,-14,17021,-28
11:35,-255,5854,-14,-3840,-115,20275,-149,15487,-1733,20393,-602,3239,39,24684,-382,6048,6293,15675,6511,11236,55050,26030,64722,31052,127377,62303,67767,12358,76130,9167,17691,769,18267,968,37511,151,60631,-7,16527,-28
11:36,-255,5854,-14,-3840,-115,20275,-149,15487,-1733,20393,-602,3239,39,24684,-382,6048,6293,15675,6511,11236,55050,26030,64722,31052,127377,62303,67767,12358,76130,9167,17691,769,18267,968,37511,151,60631,-7,16527,-28
11:37,-255,5854,-14,-3840,-115,20275,-154,15487,-1733,20393,-602,3239,39,24684,-382,6048,6293,15675,6511,11236,55050,26030,64722,31052,127377,62303,67767,12358,76130,9167,17691,769,18267,968,37511,151,60631,-7,16527,-28
11:38,-14,-4438,-118,20979,-160,15347,-1733,20393,-602,2412,-83,24684,-423,5284,6293,15675,6766,11236,55050,26030,64722,31052,127377,62303,67767,12358,76130,9167,17804,665,18267,968,37710,127,60631,0,16494,-28,50459,148
11:39,-14,-4438,-118,20979,-160,15347,-1733,20393,-602,2412,-83,24684,-423,5284,6293,15675,6766,11236,55050,26030,64722,31052,127377,62303,67767,12358,76130,9167,17804,665,18267,968,37710,127,60631,0,16494,-28,50459,148
11:40,-18,-4438,-118,20979,-160,15347,-1791,20470,-611,2412,-83,24965,-423,5284,6099,16094,6766,9590,56084,26439,70156,30832,128703,59728,62550,12208,77631,9250,17804,665,16042,998,37710,127,62209,0,16494,-28,51182,152
11:41,-18,-4414,-119,21628,-160,14428,-1924,20123,-603,2662,-602,25156,-452,4834,5538,15082,6946,8104,55247,23505,69315,29840,128326,58105,62512,11200,79449,8998,17993,562,15924,985,37749,102,61612,2,16616,-34,51860,152
11:42,-18,-4414,-119,21628,-160,14428,-1924,20123,-603,2662,-602,25156,-452,4834,5538,15082,6946,8104,55247,23505,69315,29840,128326,58105,62512,11200,79449,8998,17993,562,15924,985,37749,102,61612,2,16616,-34,51860,152
11:43,-18,-4414,-119,21628,-159,14428,-1924,20123,-603,2662,-602,25156,-452,4834,5538,15082,6946,8104,55247,23505,69315,29840,128326,58105,62512,11200,79449,8998,17993,562,15924,985,37749,102,61612,2,16616,-34,51860,147
11:44,-18,-4414,-119,21628,-159,14428,-1924,20123,-603,2662,-602,25156,-452,4834,5538,15082,6946,8104,55247,23505,69315,29840,128326,58105,62512,11200,79449,8998,17993,562,15924,985,37749,102,61612,2,16616,-34,51860,147
11:45,-17,-5186,-113,21532,-159,13592,-1973,19733,-606,2935,-605,25749,-491,4806,5573,13827,7041,7032,56736,21224,70264,30214,128323,57891,62417,11046,78490,8352,18238,439,16109,1038,38362,93,61925,-16,16915,-34,51432,146
11:46,-17,-5186,-113,21532,-159,13592,-1973,19733,-606,2935,-605,25749,-491,4806,5573,13827,7041,7032,56736,21224,70264,30214,128323,57891,62417,11046,78490,8352,18238,439,16109,1038,38362,93,61925,-16,16915,-34,51432,146
11:47,-17,-5220,-113,22128,-159,13574,-2052,19162,-626,3135,-510,25741,-310,4849,6166,13984,7205,7850,56861,22274,69921,30839,127730,58220,62490,11163,77978,8127,18463,571,16045,849,38660,85,60961,-16,17054,-34,52460,146
11:48,-18,-5255,-119,22502,-159,13349,-2064,19200,-664,3095,-507,24141,-493,4407,5240,13962,7329,7296,58271,19187,71632,29931,127751,57268,62348,11105,78717,7723,19175,439,16284,912,38882,68,60743,7,16552,-34,51810,147
11:49,-18,-5255,-119,22502,-159,13349,-2064,19200,-664,3095,-507,24141,-493,4407,5240,13962,7329,7296,58271,19187,71632,29931,127751,57268,62348,11105,78717,7723,19175,439,16284,912,38882,68,60743,7,16552,-34,51810,147
11:50,-18,-5255,-119,22502,-159,13349,-2064,19200,-664,3095,-507,24141,-493,4407,5240,13962,7329,7296,58271,19187,71632,29931,127751,57268,62348,11105,78717,7723,19175,439,16284,912,38882,68,60743,7,16552,-34,51810,147
11:51,-18,-5255,-119,22502,-162,13349,-2064,19200,-664,3095,-507,24141,-493,4407,5240,13962,7329,7296,58271,19187,71632,29931,127751,57268,62348,11105,78717,7723,19175,439,16284,912,38882,68,60743,7,16552,-34,51810,147
11:52,-18,-5255,-119,22502,-162,13349,-2064,19200,-664,3095,-507,24141,-493,4407,5240,13962,7329,7296,58271,19187,71632,29931,127751,57268,62348,11105,78717,7723,19175,439,16284,942,38882,68,60743,7,16552,-34,51810,147
11:53,-18,-5262,-120,22501,-165,13310,-2076,18981,-659,3305,-512,24957,-574,4226,5793,13536,7209,6805,57458,17692,72935,30009,128055,57838,62160,11076,78717,7588,19641,498,16864,942,38871,73,60810,14,16545,-34,51286,147
11:54,-18,-5262,-120,22501,-165,13310,-2076,18981,-659,3305,-512,24957,-574,4226,5793,13536,7209,6805,57458,17692,72935,30009,128055,57838,62160,11076,78717,7588,19641,498,16864,942,38871,73,60810,14,16545,-34,51286,148
11:55,-18,-5262,-120,22501,-165,13310,-2076,18981,-659,3305,-512,24957,-574,4226,5793,13536,7209,6805,57458,17692,72935,30009,128055,57838,62160,11076,78717,7588,19641,498,16864,942,38871,73,60810,14,16545,-34,51286,148
11:56,-18,-5262,-120,22501,-165,13310,-2076,18981,-659,3305,-512,24957,-574,4226,5793,13536,7209,6805,57458,17692,72935,30009,128055,57838,62160,11076,78717,7588,19641,498,16864,942,38871,73,60810,14,16545,-34,51286,148
11:58,-21,-5175,-118,22643,-176,13155,-2078,19095,-648,3425,-412,26234,-624,4070,6507,14352,7167,7210,57846,17831,73619,30900,129020,57872,62344,11289,80254,7824,20024,514,19069,932,39036,72,60239,34,16562,-35,51399,146
11:58,-21,-5239,-118,22753,-176,13155,-2260,19896,-648,3136,-412,25818,-616,4324,7130,14208,7002,0,57846,15308,73619,31128,129020,60616,62344,11095,80535,7824,19991,356,19069,1077,38854,65,59502,-133,16562,-35,50668,146
12:00,-21,-5239,-117,22753,-172,13322,-2260,19896,-686,3136,-584,25818,-616,4324,7130,14208,7002,6210,56044,15308,73285,31128,128233,60616,62639,11095,80535,7600,19991,356,19566,1077,38854,65,59502,-133,16270,-35,50668,139
12:01,-17,-6281,-117,22858,-172,15582,-2248,20192,-682,3288,-574,26016,-623,3994,7756,14936,6739,7400,54087,17388,71840,31938,124952,60326,62894,11328,79279,7545,20071,331,19988,1144,39059,62,59322,-133,15984,-35,50158,139
12:02,-17,-6281,-117,22858,-172,15582,-2248,20192,-682,3288,-574,26016,-623,3994,7756,14936,6739,7400,54087,17388,71840,31938,124952,60326,62894,11328,79279,7545,20071,331,19988,1144,39059,62,59322,-133,15984,-35,50158,139
12:03,-17,-6281,-117,22858,-172,15582,-2248,20192,-682,3288,-574,26016,-623,3994,7756,14936,6739,7400,54087,17388,71840,31938,124952,60326,62894,11328,79279,7545,20071,331,19988,1144,39059,62,59322,-133,15984,-35,50158,139
12:04,-17,-6281,-115,22858,-172,15582,-2248,20192,-682,3288,-574,26016,-623,3994,7756,14936,6739,7400,54087,17388,71840,31938,124952,60326,62894,11328,79279,7545,20071,331,19988,1144,39059,62,59322,-130,15984,-35,50158,139
12:05,-17,-5392,-121,22623,-172,15520,-2332,20228,-709,3500,-488,26338,-537,4337,6242,15128,6231,8166,54622,18955,70908,33749,123123,58108,61874,11565,77850,7614,19873,421,20109,1095,39561,57,59269,-75,16128,-35,50044,139
12:06,-17,-5392,-121,22623,-172,15520,-2332,20228,-709,3500,-488,26338,-537,4337,6242,15128,6231,8166,54622,18955,70908,33749,123123,58108,61874,11565,77850,7614,19873,421,20109,1095,39561,57,59269,-75,16128,-35,50044,139
12:07,-18,-5392,-121,22623,-172,15520,-2332,20228,-709,3500,-488,26338,-537,4337,6242,15128,6231,8166,54622,18955,70908,33749,123123,58108,61874,11565,77850,7614,19873,421,20109,1095,39561,57,59269,-75,16128,-35,50044,139
12:08,-18,-5392,-121,22623,-172,15520,-2332,20228,-709,3500,-488,26338,-537,4337,6242,15128,6231,8166,54622,18955,70908,33749,123123,58108,61874,11565,77850,7614,19873,421,20109,1095,39561,57,59269,-75,16128,-35,50044,139
12:09,-18,-5392,-121,22623,-174,15760,-2405,20228,-709,4196,-602,26338,-537,5045,6387,15128,6231,8166,54622,18955,70908,33749,123123,58108,61874,11565,77850,7614,19873,421,20109,1095,39561,57,59269,-75,16128,-35,50044,139
12:10,-28,-4636,-121,22538,-174,15760,-2405,20354,-702,4196,-602,24126,-587,5045,6387,15507,6133,8372,57369,19200,70963,34027,122843,58014,61583,11790,77785,7522,20225,495,19765,1068,39997,43,59338,-68,15919,-35,49258,138
12:11,-28,-4197,-123,22765,-174,15829,-2486,19919,-767,4060,-1067,23274,-674,4840,5760,14755,5606,8051,48997,10301,71177,33431,124416,56581,62333,11725,79831,7415,20627,349,19375,1176,40325,45,58777,-41,15939,-35,50142,138
12:12,-28,-4197,-123,22765,-174,15829,-2486,19919,-767,4060,-1067,23274,-674,4840,5760,14755,5606,8051,48997,10301,71177,33431,124416,56581,62333,11725,79831,7415,20627,349,19375,1176,40325,45,58777,-41,15939,-35,50142,138
12:13,-28,-4197,-123,22765,-176,15829,-2486,19919,-767,4060,-1067,23274,-674,4840,5760,14755,5606,8051,48997,10301,71177,33431,124416,56581,62333,11725,79831,7415,20627,349,19375,1176,40325,45,58777,-41,15939,-35,50142,138
12:14,-28,-4197,-123,22765,-176,15829,-2486,19919,-767,4060,-1067,23274,-674,4840,5760,14755,5606,8051,48997,10301,71177,33431,124416,56581,62333,11725,79831,7415,20627,349,19375,1176,40325,45,58777,-41,15939,-35,50142,138
12:15,-28,-4197,-123,22765,-176,15829,-2486,19919,-767,4060,-1067,23274,-674,4840,5760,14755,5606,8051,48997,10301,71177,33431,124416,56581,62333,11725,79831,7415,20627,349,19375,1176,40325,45,58777,-41,15939,-35,50142,138
12:16,-28,-4313,-123,22698,-180,15678,-2443,18070,-829,4408,-1323,23327,-643,6756,5467,14048,5363,7971,44363,9483,69990,34003,123136,56928,61810,11761,79784,7697,19753,447,18808,1300,40453,63,58606,-75,15393,-35,50286,139
12:17,-31,-4313,-123,22698,-180,16526,-2424,18760,-829,4485,-1323,24813,-609,7364,5641,13681,5363,8666,41781,10298,67820,35413,121655,56881,61349,11374,79784,6804,19753,404,18497,1300,40450,74,58509,-75,15393,-33,50490,139
12:18,-31,-3721,-123,21879,-180,16526,-2424,18760,-844,4485,-1346,24813,-609,7364,5641,13681,5151,8666,41781,10298,67820,35413,121655,56881,61349,11374,79012,6804,19733,404,18497,1346,40450,74,58509,-73,15248,-33,50490,139
12:19,-31,-3629,-123,21666,-183,16838,-2434,19348,-934,3987,-1299,25204,-609,7897,5881,15085,5253,9637,40253,12325,66700,37003,120862,58170,60444,11049,78141,6789,19323,442,18299,1357,40307,74,58437,-73,14888,-33,50017,139
12:20,-31,-3629,-123,21666,-183,16838,-2434,19348,-934,3987,-1299,25204,-609,7897,5881,15085,5253,9637,40253,12325,66700,37003,120862,58170,60444,11049,78141,6789,19323,442,18299,1357,40307,74,58437,-73,14888,-33,50017,139
12:20,-31,-3629,-123,21666,-183,16838,-2434,19348,-934,3987,-1299,25204,-609,7897,5881,15085,5253,9637,40253,12325,66700,37003,120862,58170,60444,11049,78141,6789,19323,442,18299,1357,40307,74,58437,-73,14888,-33,50017,139
12:23,-30,-3467,-123,21947,-182,16448,-2379,19891,-934,3916,-1371,25484,-614,7778,5711,14591,4567,9637,40253,11596,66700,37003,120862,58925,60444,11049,78857,6789,20156,381,18299,1357,40503,48,58437,-117,14478,-36,50017,136
12:24,-30,-3467,-123,21947,-182,16448,-2379,19891,-948,3916,-1371,25484,-614,7778,5711,14591,4567,4361,40903,11596,67718,37163,122728,58925,60165,11137,78857,7131,20156,381,18370,1415,40503,48,57827,-117,14478,-36,46384,136
12:25,-30,-3467,-123,21947,-182,16448,-2379,19891,-948,3916,-1371,25484,-614,7778,5711,14591,4567,4361,40903,11596,67718,37163,122728,58925,60165,11137,78857,7131,20156,381,18370,1415,40503,48,57827,-117,14478,-36,46384,143
12:26,-30,-3467,-123,21947,-182,16448,-2379,19891,-948,3916,-1371,25484,-614,7778,5711,14591,4567,4361,40903,11596,67718,37163,122728,58925,60165,11137,78857,7131,20156,381,18370,1415,40503,48,57827,-117,14478,-36,46384,143
12:27,-30,-3467,-123,21947,-182,16448,-2379,19891,-948,3916,-1371,25484,-614,7778,5711,14591,4567,4361,40903,11596,67718,37163,122728,58925,60165,11137,78857,7131,20156,381,18370,1415,40503,48,57827,-117,14478,-36,46384,143
12:28,-32,-3192,-171,21745,-183,16398,-2422,20465,-981,4008,-1414,24950,-615,8282,5904,15366,4223,-2807,44533,15738,67629,39218,122979,60968,60194,11516,77798,6914,17667,499,18420,1631,41647,26,58194,-124,14428,-33,45692,144
12:29,-32,-3192,-171,21745,-183,16398,-2422,20465,-981,4008,-1414,24950,-615,8282,5904,15366,4223,-2807,44533,15738,67629,39218,122979,60968,60194,11516,77798,6914,17667,499,18420,1631,41647,26,58194,-124,14428,-33,45692,144
12:30,-32,-3192,-171,21745,-183,16398,-2422,20465,-981,4008,-1414,24950,-615,8282,5904,15366,4223,-2807,44533,15738,67629,39218,122979,60968,60194,11516,77798,6914,17667,499,18420,1631,41647,26,58194,-124,14428,-33,45692,144
12:32,-32,-3176,-171,21834,-183,16285,-2522,20827,-981,4419,-1559,25135,-615,8374,5972,15398,4304,-2503,40796,15907,67560,40408,123271,61236,60234,11289,77481,7018,17723,535,18584,1631,41806,26,58319,-124,14545,-33,46052,144
12:32,-31,-3176,-171,21834,-183,16285,-2522,20827,-981,4419,-1559,25135,-615,8374,5972,15398,4304,-2503,40796,15907,67560,40408,123271,61236,60234,11289,77481,7018,17723,535,18584,1631,41806,26,58319,-124,14545,-33,46052,144
12:34,-31,-3176,-171,21834,-183,16285,-2522,20827,-989,4419,-1559,25135,-595,8374,5972,15398,4304,-2503,40796,15907,67560,40408,123271,61236,60234,11289,77481,7018,17723,535,18584,1648,41806,27,58319,-134,14545,-29,46052,144
12:35,-31,-3353,-171,21547,-183,17779,-2533,19343,-994,4875,-1712,25795,-616,8252,6031,15249,4259,-2449,39846,16275,69214,40770,123960,60658,60187,11132,78519,7277,18600,388,19206,1829,43426,25,58105,-140,13646,-29,46399,144
12:36,-31,-3353,-171,21547,-183,17779,-2533,19343,-994,4875,-1712,25795,-616,8252,6031,15249,4259,-2449,39846,16275,69214,40770,123960,60658,60187,11132,78519,7277,18600,388,19206,1829,43426,25,58105,-140,13646,-29,46399,144
12:37,-31,-3353,-171,21547,-183,17779,-2533,19343,-994,4875,-1712,25795,-616,8252,6031,15249,4259,-2449,39846,16275,69214,40770,123960,60658,60187,11132,78519,7277,18600,388,19206,1829,43426,25,58105,-140,13646,-29,46399,144
12:38,-31,-3353,-171,21547,-183,17779,-2533,19343,-994,4875,-1712,25795,-616,8252,6031,15249,4259,-2449,39846,16275,69214,40770,123960,60658,60187,11132,78519,7277,18600,388,19206,1829,43426,25,58105,-140,13646,-29,46399,140
12:39,-31,-3465,-173,21833,-181,17770,-2578,19492,-992,5016,-1707,25708,-624,8177,6198,14681,4398,-2557,38799,16055,69074,41340,122878,60082,60367,11235,78902,6698,18629,395,19159,1853,43224,28,58166,-140,13586,-29,46587,140
12:40,-31,-3465,-173,21833,-181,17770,-2578,19492,-992,5016,-1707,25708,-624,8177,6198,14681,4398,-2557,38799,16055,69074,41340,122878,60082,60367,11235,78902,6698,18629,395,19159,1853,43224,28,58166,-140,13586,-29,46587,140
12:41,-31,-3405,-173,21757,-181,17778,-2577,21276,-993,4906,-1716,28365,-615,8267,6322,15782,4375,-2311,38881,16203,69159,41451,122277,59798,60559,11221,78663,6710,18496,377,19502,1764,46321,23,57622,-144,15506,-31,46845,140
12:42,-31,-3405,-173,21757,-181,17778,-2577,21276,-993,4906,-1716,28365,-615,8267,6322,15782,4375,-2311,38881,16203,69159,41451,122277,59798,60559,11221,78663,6710,18496,377,19502,1764,46321,23,57622,-144,15506,-31,46845,140
12:43,-31,-3405,-173,21757,-181,17778,-2577,21276,-993,4906,-1716,28365,-615,8267,6322,15782,4375,-2311,38881,16203,69159,41451,122277,59798,60559,11221,78663,6710,18496,377,19502,1764,46321,23,57622,-144,15506,-31,46845,140
12:59,-38,-3054,-173,21290,-182,16925,-2828,21517,-1001,5176,-1585,29285,-614,8871,7534,15709,5397,-3181,39080,19240,70081,41789,125291,61002,61385,10694,80886,6842,18791,405,20011,1380,47307,26,57631,-123,14601,-28,48605,147
13:00,-38,-3054,-173,21290,-183,16978,-2861,21517,-989,5401,-1519,29285,-614,8252,7976,15709,5208,-3181,38343,19240,69833,41789,125793,61002,61741,10682,81249,6878,18663,354,20382,1383,47588,32,57631,-127,14601,-29,48733,147
13:01,-38,-3054,-173,21290,-183,16978,-2941,21517,-989,5401,-1747,29285,-614,8252,8586,15709,5120,-3181,36991,19240,69099,41789,123177,61002,61097,10682,80211,6878,18377,354,20303,1383,47303,32,58546,-127,14740,-29,47911,147
13:02,-38,-3054,-173,21290,-183,16978,-2941,21517,-989,5401,-1747,29285,-614,8252,8586,15709,5120,-3181,36991,19240,69099,41789,123177,61002,61097,10682,80211,6878,18377,354,20303,1383,47303,32,58546,-127,14740,-29,47911,147
13:03,-44,-3259,-214,21420,-185,17101,-2941,21227,-992,5341,-1747,29376,-629,8506,8586,16623,5120,-2483,36991,17649,69099,42245,123177,62939,61097,10533,80211,6942,18377,290,20303,1616,47303,37,58546,-125,14740,-29,47911,147
13:04,-44,-3372,-214,21890,-185,16907,-3119,20531,-998,5031,-1747,29219,-702,8812,8149,19186,5120,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,18377,296,19308,1587,47303,37,58546,-125,14476,-26,46303,144
13:05,-44,-3372,-214,21890,-185,16907,-3119,20531,-998,5031,-1747,29219,-702,8812,8149,19186,5120,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,18377,296,19308,1587,47303,37,58546,-125,14476,-26,46303,144
13:06,-44,-3372,-245,21890,-186,16907,-3119,20531,-998,5031,-1869,29219,-702,8812,8149,19186,4929,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,17731,296,19308,1587,47077,34,60276,-64,14476,-26,46303,144
13:07,-44,-3372,-245,21890,-186,16907,-3119,20531,-998,5031,-1869,29219,-702,8812,8149,19186,4929,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,17731,296,19308,1587,47077,34,60276,-64,14476,-26,46303,144
13:08,-44,-3372,-245,21890,-186,16907,-3119,20531,-998,5031,-1869,29219,-702,8812,8149,19186,4929,-2960,35764,22358,66846,44120,119977,60914,59887,10628,80558,6857,17731,296,19308,1358,47077,34,60276,-64,14476,-26,46303,144
13:09,-44,-3486,-260,21480,-193,16709,-3271,20869,-1054,5035,-2256,27224,-751,8745,5590,16245,4630,-2880,34554,14100,65915,41173,116796,57608,59281,9933,80951,6009,18046,192,18316,1358,47090,31,60195,-73,14425,-3,48586,139
13:10,-44,-3486,-260,21480,-193,16709,-3271,20869,-1054,5035,-2256,27224,-751,8745,5590,16245,4630,-2880,34554,14100,65915,41173,116796,57608,59281,9933,80951,6009,18046,192,18316,1358,47090,31,60195,-73,14425,-3,48586,139
13:11,-44,-221,-260,20666,-198,16822,-3370,20315,-1029,5834,-2240,26194,-794,8186,4900,15969,4245,-2149,35823,17104,63208,41312,118062,58473,60714,10247,81417,5621,18034,217,18496,1328,46629,53,60187,-50,14173,-3,48124,140
13:12,-44,-221,-260,20666,-198,16822,-3370,20315,-1029,5834,-2240,26194,-794,8186,4900,15969,4245,-2149,35823,17104,63208,41312,118062,58473,60714,10247,81417,5621,18034,217,18496,1328,46629,53,60187,-50,14173,-3,48124,140
13:13,-44,-221,-266,20666,-198,16822,-3370,20315,-1029,5834,-2240,26194,-794,8186,4900,15969,4245,-2149,35823,17104,63208,41312,118062,58473,60714,10247,81417,5621,18034,217,18496,1328,46629,53,60187,-50,14173,-3,48124,140
13:14,-44,1139,-265,20379,-199,16835,-3452,20185,-1058,5588,-2037,26642,-777,8062,4606,15707,4476,-1300,36667,18613,58797,41498,121804,58513,62339,10700,82580,5611,18496,225,18740,1356,46695,51,60187,139,14318,-3,47522,142
13:15,-44,1139,-265,20379,-199,16835,-3452,20185,-1058,5588,-2037,26642,-777,8062,4606,15707,4476,-1300,36667,18613,58797,41498,121804,58513,62339,10700,82580,5611,18496,225,18740,1356,46695,51,60187,139,14318,-3,47522,142
13:16,-44,1139,-265,20379,-199,16835,-3452,20185,-1058,5588,-2037,26642,-777,8062,4606,15707,4476,-1300,36667,18613,58797,41498,121804,58513,62339,10700,82580,5611,18496,225,18740,1356,46695,51,60273,139,14318,-3,47522,142
13:17,-45,1241,-266,20193,-199,17032,-3461,20098,-1067,5902,-2052,26537,-768,8206,4577,15141,4660,-1566,35691,17378,58755,41859,124328,58345,62370,10372,84237,5732,18384,209,19203,1324,46952,51,60053,151,13684,-2,47680,142
13:19,-45,1241,-266,20193,-199,17032,-3461,20098,-1067,5902,-2052,26537,-768,8206,4577,15141,4660,-1566,35691,17378,58755,41859,124328,58345,62370,10372,84237,5732,18384,209,19203,1324,46952,51,60053,151,13684,-2,47680,142
13:20,-45,1241,-266,20193,-199,17032,-3461,20098,-1067,5902,-2052,26537,-768,8206,4577,15141,4660,-1566,35691,17378,58755,41859,124328,58345,62370,10372,84237,5732,18384,209,19203,1324,46952,51,60053,151,13684,-2,47680,142
13:21,-45,1210,-268,20016,-197,16632,-3509,19625,-1080,6156,-2022,26168,-772,8575,4607,14838,4650,-1674,36347,18725,59538,41875,125696,59377,62289,8954,85457,5706,18163,196,19406,1508,47483,68,59572,129,13516,-2,47885,142
13:22,-45,1210,-268,20016,-197,16632,-3509,19625,-1080,6027,-2022,26168,-772,9085,4607,14838,4650,-1674,36347,18725,59538,41875,125696,59377,62289,8954,85457,5706,18163,196,19406,1543,47483,68,59572,129,13516,-2,47885,142
13:23,-45,1282,-271,19745,-197,16692,-3493,18977,-1092,6027,-1988,26322,-768,9085,4629,14502,4643,-2129,36667,19942,59184,41866,126446,59774,62423,8749,85590,5736,18069,187,19431,1543,47337,70,59960,129,13613,-4,47291,142
13:24,-45,1282,-271,19745,-197,16692,-3493,18977,-1092,6027,-1988,26322,-768,9085,4629,14502,4643,-2129,36667,19942,59184,41866,126446,59774,62423,8749,85590,5736,18069,187,19431,1543,47337,70,59960,129,13613,-4,47291,142
13:25,-45,1282,-271,19745,-197,16692,-3493,18977,-1092,6027,-1988,26322,-768,9085,4629,14502,4643,-2129,36667,19942,59184,41866,126446,59774,62423,8749,85590,5736,18069,187,19431,1543,47337,70,59960,129,13613,-4,47291,138
13:26,-45,1282,-271,19745,-197,16692,-3493,18977,-1092,6027,-1988,26322,-768,9085,4629,14502,4643,-2129,36667,19942,59184,41866,126446,59774,62423,8749,85590,5736,18069,187,19431,1543,47337,70,59960,129,13613,-4,47291,138
13:27,-45,1562,-271,19861,-197,16743,-3503,18647,-1104,6187,-2016,27144,-803,8910,4581,15029,4788,-1887,35787,20171,60198,43485,128539,60147,63481,8759,86025,5866,18186,204,20167,1572,47576,65,60223,131,13793,-3,47515,139
13:28,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35787,19168,60198,43893,128539,60373,63481,8798,85229,5866,18595,223,20167,1572,47576,65,60285,-23,13785,-3,47523,139
13:29,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35557,19168,60714,43893,128894,60373,63794,8798,85229,5813,18595,223,20389,1543,47736,65,60285,-23,13785,-3,47523,139
13:30,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35557,19168,60714,43893,128894,60373,63794,8798,85229,5813,18595,223,20389,1543,47736,65,60285,-23,13785,-3,47523,139
13:32,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35557,19168,60714,43893,128894,60373,63794,8798,85229,5813,18595,223,20389,1543,47736,67,60285,-23,13785,-4,47523,139
13:32,-45,1589,-271,19884,-197,16703,-3545,18885,-1124,7382,-1947,27304,-822,9346,4531,15380,4791,-1972,35557,19168,60714,43893,128894,60373,63794,8798,85229,5813,18595,223,20389,1543,47736,67,60285,-23,13785,-4,47523,139
13:34,-45,1246,-272,19991,-197,16721,-3559,18603,-1138,7792,-1907,27661,-800,9356,3683,15190,4676,-1717,43654,18880,60378,44297,130768,61930,64001,8716,84235,5890,18820,228,20373,1554,47809,83,60181,7,14214,-2,47622,131
13:35,-45,2380,-278,19925,-208,16249,-3559,18603,-1154,7792,-1981,27661,-800,9356,3683,15190,4676,-1717,37393,18880,59502,44297,128649,61930,63574,8716,83682,5980,18820,228,20901,1554,47684,83,60181,7,15579,-2,47622,131
13:36,-45,2380,-278,19925,-208,16249,-3636,19062,-1154,7844,-1981,27776,-766,8856,3928,14728,4548,-1975,37393,17637,59502,43261,128649,60799,63574,8576,83682,5980,18883,226,20901,1533,47684,92,60359,-17,15579,-3,48083,131
